ID Produto,Qualidade,Temperatura ar [K],Temperatura processo [K],Velocidade rotação [rpm],Torque [Nm],Desgaste [min],Falha,Tipo falha
A36448,Alta,300.6,310.6,1830.0,26.2,78.0,0.0,Sem falha
A36960,Alta,300.2,311.5,1454.0,42.8,88.0,0.0,Sem falha
M22155,Média,300.1,310.5,1329.0,57.4,99.0,0.0,Sem falha
B49706,Baixa,298.8,308.6,1501.0,35.0,55.0,0.0,Sem falha
A30315,Alta,295.6,306.1,1256.0,62.3,142.0,0.0,Sem falha
B51317,Baixa,301.7,310.1,1384.0,50.5,38.0,0.0,Sem falha
B52162,Baixa,303.7,313.0,1811.0,24.3,209.0,0.0,Sem falha
B54986,Baixa,300.0,311.5,1349.0,48.6,113.0,0.0,Sem falha
B56416,Baixa,298.1,308.7,1556.0,31.6,145.0,0.0,Sem falha
A35187,Alta,301.6,311.2,1395.0,46.8,95.0,0.0,Sem falha
M23615,Média,297.4,308.7,1582.0,31.9,161.0,0.0,Sem falha
M22835,Média,301.2,312.3,1548.0,38.3,87.0,0.0,Sem falha
B52054,Baixa,303.8,312.5,1619.0,30.9,142.0,0.0,Sem falha
M23080,Média,298.9,310.3,1551.0,35.2,50.0,0.0,Sem falha
M20198,Média,303.3,312.5,1674.0,32.7,76.0,0.0,Sem falha
M17852,Média,300.5,309.7,1685.0,29.4,140.0,0.0,Sem falha
B53111,Baixa,300.3,310.4,1336.0,54.4,52.0,0.0,Sem falha
B48342,Baixa,296.9,307.8,1400.0,57.1,202.0,1.0,Sobrecarga
A29466,Alta,298.8,309.0,1497.0,43.8,147.0,0.0,Sem falha
B47713,Baixa,297.5,309.3,1675.0,29.8,72.0,0.0,Sem falha
M15171,Média,298.0,308.6,1453.0,44.1,165.0,0.0,Sem falha
B48678,Baixa,298.0,308.8,1790.0,27.2,193.0,0.0,Sem falha
B47405,Baixa,298.3,308.5,1362.0,53.8,164.0,0.0,Sem falha
M17107,Média,299.2,308.4,1396.0,48.5,5.0,0.0,Sem falha
B56472,Baixa,298.2,309.0,1643.0,34.1,91.0,0.0,Sem falha
B52717,Baixa,302.4,311.8,1648.0,30.0,122.0,0.0,Sem falha
B48445,Baixa,297.9,309.4,1558.0,35.7,39.0,0.0,Sem falha
B48578,Baixa,299.1,310.3,1472.0,46.6,157.0,0.0,Sem falha
B54759,Baixa,300.4,311.2,1436.0,56.8,173.0,0.0,Sem falha
A32287,Alta,300.6,309.4,1555.0,37.9,24.0,0.0,Sem falha
B55185,Baixa,300.8,312.0,1477.0,37.3,164.0,0.0,Sem falha
B47480,Baixa,297.8,308.4,1622.0,38.3,134.0,0.0,Sem falha
M18423,Média,301.8,310.7,1465.0,35.8,82.0,0.0,Sem falha
B50468,Baixa,301.3,310.1,1662.0,31.0,37.0,0.0,Sem falha
M15520,Média,297.7,309.2,1700.0,27.4,176.0,0.0,Sem falha
B55652,Baixa,298.5,309.7,1634.0,37.8,78.0,0.0,Sem falha
B53957,Baixa,301.2,310.7,1951.0,21.3,44.0,0.0,Sem falha
B51215,Baixa,302.0,310.8,1454.0,36.6,0.0,0.0,Sem falha
B53213,Baixa,300.6,310.9,1471.0,37.9,86.0,0.0,Sem falha
B50504,Baixa,301.5,310.6,1578.0,34.1,120.0,0.0,Sem falha
B49198,Baixa,298.7,308.5,1375.0,46.4,48.0,0.0,Sem falha
B52494,Baixa,303.6,312.8,1701.0,30.8,12.0,0.0,Sem falha
B48466,Baixa,298.5,309.6,1582.0,40.3,103.0,0.0,Sem falha
M17095,Média,299.4,308.6,1455.0,42.7,183.0,0.0,Sem falha
B51824,Baixa,303.2,311.4,1514.0,41.2,230.0,0.0,Sem falha
B52301,Baixa,304.2,313.6,1469.0,40.0,154.0,0.0,Sem falha
B52792,Baixa,303.0,312.3,1486.0,42.4,112.0,0.0,Sem falha
B48997,Baixa,298.1,307.7,1664.0,27.6,145.0,0.0,Sem falha
M21552,Média,301.8,311.0,1839.0,23.6,30.0,0.0,Sem falha
B51741,Baixa,302.9,310.8,1610.0,32.2,17.0,0.0,Sem falha
B47940,Baixa,296.7,307.8,1505.0,39.4,236.0,0.0,Sem falha
B56176,Baixa,297.2,307.9,1540.0,37.1,164.0,0.0,Sem falha
A36416,Alta,300.5,310.6,1411.0,47.2,201.0,0.0,Sem falha
A38499,Alta,297.1,307.9,1365.0,54.0,174.0,0.0,Sem falha
B53641,Baixa,300.6,310.0,1505.0,35.9,95.0,0.0,Sem falha
B55745,Baixa,298.0,308.8,1489.0,36.5,109.0,0.0,Sem falha
B49014,Baixa,297.8,307.2,1498.0,38.1,188.0,0.0,Sem falha
B55297,Baixa,300.3,311.7,1406.0,47.5,14.0,0.0,Sem falha
M15869,Média,296.2,307.2,1385.0,44.0,5.0,0.0,Sem falha
M15985,Média,296.7,307.8,1375.0,51.4,108.0,0.0,Sem falha
B50310,Baixa,300.1,309.6,1760.0,25.4,55.0,0.0,Sem falha
M15972,Média,296.5,307.4,1350.0,55.6,69.0,0.0,Sem falha
M16905,Média,299.3,309.1,1703.0,31.3,120.0,0.0,Sem falha
B55928,Baixa,297.3,308.5,1384.0,39.6,144.0,0.0,Sem falha
B53676,Baixa,300.7,309.9,1815.0,27.0,190.0,0.0,Sem falha
A34592,Alta,304.0,313.2,1517.0,43.1,96.0,0.0,Sem falha
M15532,Média,297.6,308.9,1433.0,43.2,206.0,0.0,Sem falha
B52430,Baixa,303.5,312.9,1332.0,52.9,66.0,0.0,Sem falha
B49871,Baixa,300.0,309.6,1431.0,47.7,39.0,0.0,Sem falha
B50423,Baixa,301.0,309.6,1724.0,28.1,133.0,0.0,Sem falha
B52437,Baixa,303.5,313.0,1482.0,38.5,82.0,0.0,Sem falha
M22511,Média,300.4,311.5,1476.0,32.6,144.0,0.0,Sem falha
B49244,Baixa,299.6,309.5,1453.0,41.4,168.0,0.0,Sem falha
M21360,Média,300.9,310.0,1416.0,46.6,201.0,0.0,Sem falha
M23774,Média,297.3,308.5,1524.0,49.3,176.0,0.0,Sem falha
B49233,Baixa,299.5,309.3,1382.0,61.0,140.0,0.0,Sem falha
M17828,Média,300.6,309.4,1312.0,45.2,73.0,0.0,Sem falha
B47583,Baixa,297.3,308.6,1273.0,59.8,182.0,0.0,Sem falha
A39069,Alta,299.1,310.0,1431.0,49.5,205.0,0.0,Sem falha
B49856,Baixa,299.7,309.3,1592.0,34.2,8.0,0.0,Sem falha
M20212,Média,303.4,312.8,1590.0,36.3,113.0,0.0,Sem falha
B53600,Baixa,300.3,309.9,1518.0,36.4,0.0,0.0,Sem falha
B52930,Baixa,302.2,311.8,1981.0,21.8,36.0,0.0,Sem falha
A30141,Alta,297.3,308.6,1499.0,37.6,147.0,0.0,Sem falha
A34770,Alta,303.3,312.6,1692.0,29.0,125.0,0.0,Sem falha
B54801,Baixa,300.5,311.5,1490.0,38.4,67.0,0.0,Sem falha
B47783,Baixa,297.9,309.8,1336.0,71.6,31.0,1.0,Falha por potência
M18674,Média,302.1,310.6,1326.0,59.1,88.0,1.0,Superaquecimento
B48527,Baixa,298.7,310.2,1717.0,27.3,26.0,0.0,Sem falha
M22839,Média,301.2,312.4,1428.0,36.6,99.0,0.0,Sem falha
M16789,Média,298.0,307.8,1483.0,50.9,26.0,0.0,Sem falha
A30217,Alta,296.9,307.8,1549.0,37.8,104.0,0.0,Sem falha
B53038,Baixa,301.3,311.0,1348.0,44.5,78.0,0.0,Sem falha
B47363,Baixa,298.1,308.2,1485.0,40.7,57.0,0.0,Sem falha
B51803,Baixa,303.0,311.1,1525.0,40.7,179.0,0.0,Sem falha
B48801,Baixa,297.7,307.6,1844.0,21.9,61.0,0.0,Sem falha
A35163,Alta,302.2,311.8,1330.0,62.4,31.0,0.0,Sem falha
B54152,Baixa,300.7,311.0,1377.0,49.9,124.0,0.0,Sem falha
B48926,Baixa,298.4,308.0,1526.0,41.1,162.0,0.0,Sem falha
M19014,Média,302.0,310.4,1828.0,26.3,82.0,0.0,Sem falha
M17737,Média,300.5,309.4,1655.0,32.1,37.0,0.0,Sem falha
A38909,Alta,299.3,310.0,1373.0,44.8,221.0,0.0,Sem falha
M15896,Média,296.4,307.5,1684.0,31.4,72.0,0.0,Sem falha
M19411,Média,302.6,310.5,1524.0,33.7,204.0,0.0,Sem falha
B52892,Baixa,302.2,311.7,1330.0,54.6,154.0,0.0,Sem falha
M19978,Média,304.2,313.6,1512.0,33.4,146.0,0.0,Sem falha
M19755,Média,303.8,312.4,1597.0,33.4,203.0,0.0,Sem falha
B50854,Baixa,302.2,311.5,1346.0,52.4,157.0,0.0,Sem falha
B47637,Baixa,297.4,308.6,1276.0,53.6,103.0,0.0,Sem falha
B47386,Baixa,298.5,308.7,1609.0,35.3,117.0,0.0,Sem falha
B48433,Baixa,297.5,308.8,1309.0,57.3,0.0,0.0,Sem falha
B56164,Baixa,297.1,307.8,1406.0,60.4,133.0,0.0,Sem falha
M19610,Média,303.2,311.2,1688.0,31.9,33.0,0.0,Sem falha
B47558,Baixa,297.3,308.2,1754.0,29.4,123.0,0.0,Sem falha
B52528,Baixa,303.3,312.6,1623.0,34.6,102.0,0.0,Sem falha
A29462,Alta,298.8,309.2,1425.0,53.9,135.0,0.0,Sem falha
A35348,Alta,300.6,310.5,1454.0,51.2,58.0,0.0,Sem falha
B52951,Baixa,301.6,311.2,1525.0,43.7,91.0,0.0,Sem falha
B51212,Baixa,302.0,310.8,1383.0,50.3,231.0,1.0,Sobrecarga
B55024,Baixa,300.1,311.7,1503.0,42.6,208.0,0.0,Sem falha
B51061,Baixa,302.5,311.5,1521.0,44.1,37.0,0.0,Sem falha
B53757,Baixa,301.4,310.4,1388.0,45.3,188.0,0.0,Sem falha
B49053,Baixa,298.4,308.1,1367.0,57.8,92.0,0.0,Sem falha
A33781,Alta,302.0,309.9,1447.0,42.8,185.0,0.0,Sem falha
B49013,Baixa,297.8,307.3,1327.0,61.0,186.0,1.0,Sobrecarga
B56725,Baixa,299.6,311.0,1430.0,38.3,124.0,0.0,Sem falha
M21644,Média,301.3,310.7,1391.0,52.5,61.0,0.0,Sem falha
B55469,Baixa,298.9,310.6,1406.0,43.8,12.0,0.0,Sem falha
M18431,Média,301.7,310.6,1691.0,27.7,105.0,0.0,Sem falha
B52824,Baixa,302.5,312.0,1383.0,51.3,190.0,0.0,Sem falha
M21364,Média,301.0,310.1,1681.0,27.4,212.0,0.0,Sem falha
M23837,Média,296.9,307.5,1556.0,31.2,116.0,0.0,Sem falha
M22860,Média,300.8,312.0,1443.0,53.3,151.0,0.0,Sem falha
M19890,Média,303.9,313.1,1437.0,48.3,110.0,0.0,Sem falha
M20475,Média,303.0,312.2,1257.0,71.3,122.0,1.0,Falha por potência
B52100,Baixa,303.4,312.2,1337.0,69.4,52.0,1.0,Falha por potência
B55265,Baixa,300.2,311.4,1331.0,49.8,143.0,0.0,Sem falha
B51449,Baixa,302.6,311.0,1610.0,39.2,152.0,0.0,Sem falha
B49792,Baixa,299.4,309.1,2421.0,14.2,57.0,0.0,Sem falha
B55640,Baixa,298.7,309.9,1372.0,54.7,44.0,0.0,Sem falha
M17717,Média,300.4,309.2,1528.0,37.2,228.0,0.0,Sem falha
M19478,Média,303.0,311.3,1335.0,53.6,164.0,1.0,Superaquecimento
M17574,Média,299.6,309.1,1366.0,55.2,95.0,0.0,Sem falha
B55236,Baixa,300.1,311.5,1499.0,43.4,65.0,0.0,Sem falha
M22067,Média,299.7,309.6,1540.0,34.4,91.0,0.0,Sem falha
M15924,Média,296.8,307.9,1409.0,44.3,145.0,0.0,Sem falha
M17974,Média,299.9,309.2,1683.0,30.5,13.0,0.0,Sem falha
B47997,Baixa,296.8,307.6,1368.0,52.0,140.0,0.0,Sem falha
B48566,Baixa,298.9,310.2,1445.0,40.0,129.0,0.0,Sem falha
A38000,Alta,297.3,307.9,1461.0,37.5,161.0,0.0,Sem falha
B52391,Baixa,303.7,312.5,1433.0,53.6,185.0,0.0,Sem falha
M23171,Média,298.8,310.0,1295.0,52.7,74.0,0.0,Sem falha
B47419,Baixa,298.0,308.2,1611.0,30.6,195.0,0.0,Sem falha
B48392,Baixa,296.9,307.9,1359.0,56.5,110.0,0.0,Sem falha
M16564,Média,298.1,307.8,1503.0,44.7,54.0,0.0,Sem falha
M18625,Média,302.4,311.1,1443.0,51.8,178.0,0.0,Sem falha
B49060,Baixa,298.1,307.7,1705.0,29.1,109.0,0.0,Sem falha
M18512,Média,302.1,311.5,1341.0,50.8,99.0,0.0,Sem falha
A30208,Alta,296.9,307.9,1547.0,32.6,79.0,0.0,Sem falha
B54812,Baixa,300.5,311.6,1744.0,26.8,94.0,0.0,Sem falha
B49639,Baixa,299.0,308.6,1297.0,54.2,110.0,0.0,Sem falha
M17795,Média,300.8,309.7,1680.0,28.2,189.0,0.0,Sem falha
M17483,Média,299.6,309.4,1283.0,62.1,83.0,0.0,Sem falha
M17749,Média,300.7,309.7,1523.0,38.2,73.0,0.0,Sem falha
B53625,Baixa,300.7,310.3,1662.0,34.4,57.0,0.0,Sem falha
B53766,Baixa,301.5,310.6,1453.0,44.0,208.0,0.0,Sem falha
B49402,Baixa,299.7,309.0,1605.0,33.0,151.0,0.0,Sem falha
B56699,Baixa,299.0,310.1,1531.0,36.0,57.0,0.0,Sem falha
M21284,Média,300.3,310.0,1409.0,43.2,9.0,0.0,Sem falha
M15712,Média,296.3,307.3,1368.0,49.5,10.0,0.0,Sem falha
B56669,Baixa,298.9,309.7,1407.0,41.9,207.0,0.0,Sem falha
A30248,Alta,296.6,307.4,1333.0,50.2,177.0,0.0,Sem falha
B56070,Baixa,297.7,308.8,1616.0,34.2,114.0,0.0,Sem falha
B53060,Baixa,301.5,311.1,1434.0,49.6,129.0,0.0,Sem falha
B49629,Baixa,299.3,308.8,1772.0,25.2,89.0,0.0,Sem falha
B50972,Baixa,302.3,310.9,1459.0,35.0,32.0,0.0,Sem falha
B53141,Baixa,300.3,310.7,1539.0,32.3,123.0,0.0,Sem falha
M18038,Média,300.2,309.4,1329.0,53.6,186.0,0.0,Sem falha
B47461,Baixa,298.1,308.0,1626.0,36.5,83.0,0.0,Sem falha
B55168,Baixa,301.1,312.3,1486.0,34.9,122.0,0.0,Sem falha
M19579,Média,303.4,311.7,1690.0,34.9,189.0,0.0,Sem falha
M24679,Média,298.6,309.4,1464.0,36.9,179.0,0.0,Sem falha
A33341,Alta,302.7,311.5,1556.0,35.0,164.0,0.0,Sem falha
B48288,Baixa,296.6,307.4,1504.0,45.8,58.0,0.0,Sem falha
B53940,Baixa,301.5,310.9,1451.0,40.6,0.0,0.0,Sem falha
M15435,Média,297.9,309.9,1410.0,55.4,188.0,0.0,Sem falha
A37106,Alta,300.5,311.6,1506.0,36.2,10.0,0.0,Sem falha
A38653,Alta,298.2,308.8,1436.0,51.9,153.0,0.0,Sem falha
B51191,Baixa,302.2,311.1,1447.0,52.1,174.0,0.0,Sem falha
B48718,Baixa,298.4,309.1,1798.0,29.6,81.0,0.0,Sem falha
A32328,Alta,300.6,309.6,1888.0,20.5,133.0,0.0,Sem falha
B54542,Baixa,299.5,310.0,1594.0,35.1,54.0,0.0,Sem falha
B56464,Baixa,298.2,308.9,1683.0,31.7,74.0,0.0,Sem falha
B56474,Baixa,298.1,309.0,1437.0,36.2,95.0,0.0,Sem falha
B56874,Baixa,298.9,310.0,1559.0,33.4,58.0,0.0,Sem falha
A32395,Alta,300.4,309.4,1530.0,40.4,112.0,0.0,Sem falha
B51832,Baixa,303.1,311.2,1452.0,52.9,11.0,0.0,Sem falha
M21288,Média,300.2,309.8,1743.0,24.1,18.0,0.0,Sem falha
B51210,Baixa,302.0,310.8,2143.0,17.3,227.0,0.0,Sem falha
B56740,Baixa,299.6,310.9,1487.0,42.5,164.0,0.0,Sem falha
A31066,Alta,297.9,307.8,1635.0,34.0,142.0,0.0,Sem falha
B52598,Baixa,302.6,312.4,1398.0,41.6,40.0,0.0,Sem falha
B49061,Baixa,298.0,307.6,1548.0,45.8,111.0,0.0,Sem falha
M16587,Média,298.3,307.7,1602.0,33.4,106.0,0.0,Sem falha
B52721,Baixa,302.4,311.8,1433.0,42.2,134.0,0.0,Sem falha
B47412,Baixa,298.2,308.4,1424.0,47.6,179.0,0.0,Sem falha
B53501,Baixa,300.7,310.2,1286.0,64.9,160.0,0.0,Sem falha
B56310,Baixa,297.6,308.6,1576.0,32.7,83.0,0.0,Sem falha
B54757,Baixa,300.4,311.2,1530.0,32.0,169.0,0.0,Sem falha
M19432,Média,302.9,311.0,1556.0,36.5,44.0,0.0,Sem falha
M22794,Média,300.8,311.9,1621.0,28.3,211.0,0.0,Sem falha
B53351,Baixa,300.8,310.6,1416.0,42.2,225.0,0.0,Sem falha
B49292,Baixa,299.5,309.1,1852.0,22.6,77.0,0.0,Sem falha
M16963,Média,299.3,309.1,1376.0,46.7,49.0,0.0,Sem falha
M23002,Média,299.7,311.0,1448.0,49.8,80.0,0.0,Sem falha
M21479,Média,301.7,310.7,1627.0,31.3,78.0,0.0,Sem falha
B52927,Baixa,302.1,311.5,1533.0,39.4,26.0,0.0,Sem falha
A38513,Alta,297.3,308.1,1477.0,52.3,2.0,0.0,Sem falha
A37019,Alta,300.4,311.3,2026.0,20.3,26.0,0.0,Sem falha
M18760,Média,302.1,311.1,1450.0,51.6,86.0,0.0,Sem falha
M16116,Média,297.5,308.9,1535.0,37.7,12.0,0.0,Sem falha
A35717,Alta,301.2,310.6,1457.0,50.5,114.0,0.0,Sem falha
M18535,Média,302.1,311.5,1866.0,23.1,159.0,0.0,Sem falha
B51033,Baixa,302.4,311.0,1486.0,40.4,192.0,0.0,Sem falha
A35797,Alta,300.2,309.7,1483.0,43.8,108.0,0.0,Sem falha
M23857,Média,297.1,307.9,1609.0,38.9,166.0,0.0,Sem falha
M17353,Média,299.0,308.8,1418.0,45.7,204.0,0.0,Sem falha
B49961,Baixa,300.2,309.5,2183.0,17.8,39.0,0.0,Sem falha
B50341,Baixa,300.4,309.8,1314.0,63.1,146.0,0.0,Sem falha
B48585,Baixa,298.9,310.1,1394.0,42.7,179.0,0.0,Sem falha
B47999,Baixa,296.8,307.6,1398.0,46.7,144.0,0.0,Sem falha
B52385,Baixa,303.7,312.7,1468.0,43.3,168.0,0.0,Sem falha
B47611,Baixa,297.5,308.5,1446.0,41.9,32.0,0.0,Sem falha
B47317,Baixa,298.7,308.6,1297.0,55.3,148.0,0.0,Sem falha
M21283,Média,300.3,310.0,1537.0,37.5,6.0,0.0,Sem falha
B48771,Baixa,298.2,308.4,1355.0,49.4,209.0,0.0,Sem falha
M18837,Média,302.2,311.3,1510.0,36.6,91.0,0.0,Sem falha
B53418,Baixa,301.3,310.8,1390.0,57.4,164.0,0.0,Sem falha
B50746,Baixa,301.8,310.6,1295.0,62.3,91.0,0.0,Sem falha
M21352,Média,300.8,309.9,1444.0,46.0,180.0,0.0,Sem falha
B54902,Baixa,300.5,311.7,1409.0,54.7,104.0,0.0,Sem falha
M16761,Média,297.9,307.6,1505.0,40.1,166.0,0.0,Sem falha
B51966,Baixa,303.8,312.6,1577.0,41.3,134.0,0.0,Sem falha
M18040,Média,300.2,309.4,1433.0,48.8,191.0,0.0,Sem falha
B47950,Baixa,296.8,308.0,1391.0,54.4,17.0,0.0,Sem falha
B57015,Baixa,298.4,309.3,1545.0,36.9,3.0,0.0,Sem falha
B47626,Baixa,297.5,308.6,1452.0,39.0,72.0,0.0,Sem falha
M16726,Média,298.1,307.9,1662.0,28.9,76.0,0.0,Sem falha
M17283,Média,298.9,308.2,2022.0,20.0,23.0,0.0,Sem falha
B52665,Baixa,302.6,312.1,1344.0,51.0,206.0,0.0,Sem falha
B50169,Baixa,300.6,309.8,1502.0,42.4,133.0,0.0,Sem falha
M15794,Média,295.5,306.0,1326.0,50.8,18.0,0.0,Sem falha
B53450,Baixa,300.9,310.4,2021.0,18.8,30.0,0.0,Sem falha
A34229,Alta,303.4,311.9,1534.0,33.2,210.0,0.0,Sem falha
M16541,Média,297.8,307.3,1804.0,26.0,222.0,0.0,Sem falha
B47485,Baixa,297.8,308.4,2129.0,19.2,148.0,0.0,Sem falha
B56664,Baixa,298.9,309.6,1663.0,33.7,195.0,0.0,Sem falha
M22001,Média,300.4,309.8,1356.0,44.4,136.0,0.0,Sem falha
M20387,Média,302.5,311.9,1532.0,38.8,96.0,0.0,Sem falha
B48906,Baixa,298.3,307.8,1906.0,22.1,104.0,0.0,Sem falha
M22613,Média,300.5,311.8,1591.0,42.0,182.0,0.0,Sem falha
B56354,Baixa,297.8,308.9,1871.0,25.6,200.0,1.0,Desgaste
M17624,Média,299.9,309.3,1389.0,52.8,0.0,0.0,Sem falha
B50384,Baixa,300.1,309.0,1404.0,54.8,29.0,0.0,Sem falha
B53448,Baixa,300.9,310.5,1616.0,33.5,25.0,0.0,Sem falha
A37732,Alta,298.7,309.7,1565.0,39.3,94.0,0.0,Sem falha
M22538,Média,300.6,311.7,1389.0,52.1,210.0,0.0,Sem falha
M18026,Média,300.4,309.7,1539.0,37.7,156.0,0.0,Sem falha
B49147,Baixa,297.9,307.6,1589.0,37.8,120.0,0.0,Sem falha
B56293,Baixa,297.6,308.6,1744.0,28.5,42.0,0.0,Sem falha
B52003,Baixa,303.5,311.9,1493.0,38.7,14.0,0.0,Sem falha
M23516,Média,297.3,308.3,1697.0,27.4,121.0,0.0,Sem falha
A32300,Alta,300.5,309.5,1635.0,34.2,62.0,0.0,Sem falha
M19941,Média,304.1,313.3,1494.0,39.0,49.0,0.0,Sem falha
M22316,Média,300.2,311.7,1397.0,50.2,71.0,0.0,Sem falha
A36507,Alta,300.7,310.3,1369.0,50.7,12.0,0.0,Sem falha
A30162,Alta,296.7,308.1,1528.0,46.3,203.0,0.0,Sem falha
B55431,Baixa,299.0,310.4,1981.0,21.2,125.0,0.0,Sem falha
M20090,Média,303.8,313.1,2117.0,18.6,22.0,0.0,Sem falha
B54309,Baixa,300.6,310.0,1635.0,31.0,107.0,0.0,Sem falha
B49083,Baixa,297.9,307.6,1968.0,20.4,171.0,0.0,Sem falha
B56368,Baixa,297.9,309.0,1502.0,40.2,30.0,0.0,Sem falha
B54769,Baixa,300.4,311.0,1802.0,26.0,197.0,0.0,Sem falha
B52938,Baixa,301.9,311.3,1501.0,40.8,59.0,0.0,Sem falha
A34607,Alta,304.0,313.1,1408.0,39.8,132.0,0.0,Sem falha
A35177,Alta,301.8,311.2,1451.0,39.4,70.0,0.0,Sem falha
B49518,Baixa,299.3,308.3,1651.0,28.0,6.0,0.0,Sem falha
B54999,Baixa,299.8,311.2,1369.0,46.2,146.0,0.0,Sem falha
B49451,Baixa,299.2,308.5,1821.0,26.1,69.0,0.0,Sem falha
B52996,Baixa,301.3,311.0,1582.0,35.6,202.0,0.0,Sem falha
B48818,Baixa,297.9,307.8,1397.0,45.0,104.0,0.0,Sem falha
B56922,Baixa,298.9,310.2,1623.0,37.2,177.0,0.0,Sem falha
B57124,Baixa,298.3,307.9,1399.0,47.8,99.0,0.0,Sem falha
B54644,Baixa,300.1,311.3,1535.0,42.3,92.0,0.0,Sem falha
M18634,Média,302.4,311.1,1480.0,45.7,200.0,0.0,Sem falha
M21157,Média,301.1,310.5,1309.0,60.7,100.0,0.0,Sem falha
M14906,Média,298.7,309.0,1843.0,25.8,130.0,0.0,Sem falha
M22573,Média,300.5,311.4,2072.0,18.8,75.0,0.0,Sem falha
A32869,Alta,301.4,310.3,1611.0,41.5,11.0,0.0,Sem falha
M24281,Média,298.1,308.5,1382.0,54.5,17.0,0.0,Sem falha
B49322,Baixa,299.3,308.9,1376.0,60.3,163.0,0.0,Sem falha
M18079,Média,300.6,309.6,1503.0,38.4,68.0,0.0,Sem falha
B47769,Baixa,297.6,309.4,1491.0,40.2,231.0,0.0,Sem falha
B47303,Baixa,298.9,308.7,1546.0,43.4,114.0,0.0,Sem falha
B51408,Baixa,302.2,310.8,2203.0,16.6,47.0,0.0,Sem falha
B52976,Baixa,301.7,311.1,1399.0,55.1,156.0,0.0,Sem falha
B48126,Baixa,295.6,306.2,1287.0,54.8,49.0,0.0,Sem falha
B52803,Baixa,302.9,312.3,1578.0,36.3,141.0,0.0,Sem falha
B54099,Baixa,301.0,311.5,1444.0,39.8,197.0,0.0,Sem falha
M18404,Média,301.9,310.9,1483.0,37.0,35.0,0.0,Sem falha
M24541,Média,299.1,310.1,1412.0,44.4,24.0,0.0,Sem falha
B48709,Baixa,298.1,309.0,1557.0,36.0,56.0,0.0,Sem falha
B53519,Baixa,300.5,310.0,1451.0,48.6,208.0,0.0,Sem falha
M24190,Média,298.4,309.0,1507.0,36.1,191.0,0.0,Sem falha
M21835,Média,300.7,311.0,1378.0,51.6,130.0,0.0,Sem falha
M22723,Média,300.5,311.9,1511.0,44.5,30.0,0.0,Sem falha
A37434,Alta,300.9,312.0,1720.0,27.9,202.0,0.0,Sem falha
B53078,Baixa,301.0,310.7,1300.0,57.2,174.0,0.0,Sem falha
M21509,Média,301.5,310.4,1350.0,54.9,153.0,0.0,Sem falha
M15142,Média,298.1,308.1,1390.0,49.8,85.0,0.0,Sem falha
B54293,Baixa,300.9,310.4,1561.0,32.7,67.0,0.0,Sem falha
B47340,Baixa,298.4,308.2,1282.0,60.7,216.0,1.0,Sobrecarga
B55835,Baixa,297.3,308.3,1268.0,60.6,119.0,0.0,Sem falha
B55543,Baixa,298.8,309.7,1582.0,45.0,11.0,0.0,Sem falha
M21058,Média,301.0,310.9,1554.0,32.7,59.0,0.0,Sem falha
M22228,Média,299.6,310.2,1620.0,30.0,70.0,0.0,Sem falha
B47235,Baixa,298.8,309.1,1512.0,40.7,156.0,0.0,Sem falha
B54732,Baixa,300.3,311.3,1525.0,40.7,105.0,0.0,Sem falha
B50373,Baixa,300.0,309.1,1401.0,44.5,0.0,0.0,Sem falha
M23432,Média,297.7,308.5,1559.0,35.2,127.0,0.0,Sem falha
B55717,Baixa,298.6,309.5,1730.0,30.2,41.0,0.0,Sem falha
M22749,Média,300.7,312.4,1371.0,61.7,102.0,0.0,Sem falha
M21449,Média,301.6,310.6,1553.0,38.9,0.0,0.0,Sem falha
B48987,Baixa,298.0,307.6,1654.0,28.9,123.0,0.0,Sem falha
B49631,Baixa,299.2,308.7,1650.0,30.5,93.0,0.0,Sem falha
B53984,Baixa,301.0,310.6,1588.0,33.7,114.0,0.0,Sem falha
B54869,Baixa,300.6,311.7,1432.0,39.2,2.0,0.0,Sem falha
A33845,Alta,302.3,310.2,1443.0,54.6,120.0,0.0,Sem falha
B53578,Baixa,300.1,309.7,1351.0,58.2,155.0,0.0,Sem falha
B53148,Baixa,300.4,310.8,1348.0,56.0,146.0,0.0,Sem falha
B52418,Baixa,303.7,313.0,1457.0,44.1,40.0,0.0,Sem falha
B51751,Baixa,302.8,310.9,1708.0,29.8,42.0,0.0,Sem falha
B53037,Baixa,301.3,310.9,1760.0,23.9,76.0,0.0,Sem falha
M16661,Média,298.0,307.5,1427.0,43.6,101.0,0.0,Sem falha
B55013,Baixa,300.0,311.4,1604.0,38.7,185.0,0.0,Sem falha
A37143,Alta,300.7,311.9,1329.0,59.2,121.0,0.0,Sem falha
B54339,Baixa,300.1,310.0,1511.0,41.7,186.0,0.0,Sem falha
B56878,Baixa,298.8,309.8,1663.0,28.2,67.0,0.0,Sem falha
M22587,Média,300.7,311.9,1657.0,30.9,116.0,0.0,Sem falha
M21957,Média,300.6,310.2,1233.0,52.3,23.0,0.0,Sem falha
M18384,Média,301.8,310.8,1365.0,48.2,199.0,0.0,Sem falha
B48705,Baixa,298.2,309.0,2449.0,13.8,45.0,0.0,Sem falha
A33361,Alta,302.2,311.3,1749.0,29.2,5.0,0.0,Sem falha
B51725,Baixa,302.5,310.5,1463.0,43.0,189.0,0.0,Sem falha
