ID Produto,Qualidade,Temperatura ar [K],Temperatura processo [K],Velocidade rotação [rpm],Torque [Nm],Desgaste [min],Falha,Tipo falha
B52285,Baixa,304.1,313.4,1374.0,56.6,115.0,0.0,Sem falha
M24418,Média,299.5,310.9,1577.0,34.6,159.0,0.0,Sem falha
M18469,Média,301.7,310.9,1644.0,32.5,201.0,0.0,Sem falha
M17871,Média,300.2,309.5,1434.0,51.5,189.0,0.0,Sem falha
A30669,Alta,297.5,308.9,1419.0,50.7,7.0,0.0,Sem falha
B49520,Baixa,299.1,308.1,1479.0,40.7,10.0,0.0,Sem falha
B48129,Baixa,295.6,306.3,1636.0,32.7,56.0,0.0,Sem falha
M20813,Média,300.7,310.9,1486.0,38.9,106.0,0.0,Sem falha
B52545,Baixa,303.1,312.6,1548.0,36.4,150.0,0.0,Sem falha
B50187,Baixa,300.4,309.7,1314.0,50.2,179.0,0.0,Sem falha
B47944,Baixa,296.8,307.9,1337.0,56.5,5.0,0.0,Sem falha
A31901,Alta,298.9,308.6,1623.0,31.0,180.0,0.0,Sem falha
B54919,Baixa,300.5,311.9,1576.0,31.1,149.0,0.0,Sem falha
B50933,Baixa,302.2,311.0,1463.0,46.8,150.0,0.0,Sem falha
B55211,Baixa,300.7,312.0,1550.0,32.4,5.0,0.0,Sem falha
B48686,Baixa,298.0,308.8,1610.0,33.7,212.0,0.0,Sem falha
M16119,Média,297.5,308.9,1280.0,48.5,19.0,0.0,Sem falha
A33816,Alta,302.3,310.2,1506.0,33.8,43.0,0.0,Sem falha
B53367,Baixa,301.0,311.0,1437.0,56.0,33.0,0.0,Sem falha
B56449,Baixa,298.2,308.8,1354.0,60.9,32.0,0.0,Sem falha
B47294,Baixa,298.8,308.6,1680.0,29.4,95.0,0.0,Sem falha
M16098,Média,297.1,308.4,1615.0,32.6,184.0,0.0,Sem falha
B52333,Baixa,304.2,313.4,1644.0,31.7,23.0,0.0,Sem falha
B47201,Baixa,298.8,309.3,1450.0,44.8,63.0,0.0,Sem falha
B51169,Baixa,302.2,311.3,1602.0,32.8,120.0,0.0,Sem falha
B50984,Baixa,302.3,310.9,1529.0,33.4,62.0,0.0,Sem falha
A30695,Alta,298.3,309.5,1427.0,54.3,89.0,0.0,Sem falha
M24348,Média,298.9,309.6,1567.0,34.5,204.0,0.0,Sem falha
B50144,Baixa,300.7,309.5,1692.0,30.3,64.0,0.0,Sem falha
M14949,Média,298.9,308.9,1487.0,39.5,30.0,0.0,Sem falha
B48397,Baixa,297.0,308.1,1455.0,43.5,122.0,0.0,Sem falha
B48404,Baixa,297.1,308.3,1763.0,25.7,139.0,0.0,Sem falha
B55165,Baixa,301.0,312.2,1540.0,34.1,113.0,0.0,Sem falha
B55660,Baixa,298.4,309.6,1477.0,35.6,101.0,0.0,Sem falha
B48221,Baixa,296.6,307.6,1809.0,25.1,86.0,0.0,Sem falha
M18629,Média,302.2,311.0,1436.0,47.0,187.0,0.0,Sem falha
B56921,Baixa,298.9,310.1,1495.0,42.9,175.0,0.0,Sem falha
B54616,Baixa,300.0,311.4,1487.0,41.2,22.0,0.0,Sem falha
B48020,Baixa,296.6,307.5,1582.0,37.9,197.0,0.0,Sem falha
B52722,Baixa,302.3,311.7,1400.0,41.6,136.0,0.0,Sem falha
B47423,Baixa,298.0,308.2,1442.0,44.1,204.0,0.0,Sem falha
B50664,Baixa,301.9,310.8,1519.0,39.0,90.0,0.0,Sem falha
A35660,Alta,300.8,310.3,1457.0,46.8,182.0,0.0,Sem falha
M17586,Média,299.8,309.4,1423.0,42.9,124.0,0.0,Sem falha
B56931,Baixa,298.6,309.9,1615.0,28.8,199.0,0.0,Sem falha
B50482,Baixa,301.3,310.5,1503.0,48.6,72.0,0.0,Sem falha
B53031,Baixa,301.2,311.0,1573.0,32.8,57.0,0.0,Sem falha
M16079,Média,296.9,308.1,1357.0,41.8,127.0,0.0,Sem falha
M15363,Média,297.6,309.2,1442.0,48.1,0.0,0.0,Sem falha
M15591,Média,297.3,308.6,1431.0,53.0,160.0,0.0,Sem falha
B50163,Baixa,300.6,309.6,1290.0,57.4,119.0,0.0,Sem falha
B50541,Baixa,301.5,310.6,1519.0,40.7,208.0,0.0,Sem falha
M17977,Média,300.1,309.3,1469.0,43.9,20.0,0.0,Sem falha
M20904,Média,300.8,310.9,1522.0,41.7,115.0,0.0,Sem falha
A34696,Alta,303.8,313.2,1381.0,52.4,140.0,0.0,Sem falha
M16931,Média,299.7,309.6,1313.0,60.0,186.0,0.0,Sem falha
B50896,Baixa,302.3,311.4,1609.0,32.3,49.0,0.0,Sem falha
B53752,Baixa,301.4,310.7,1428.0,53.7,176.0,0.0,Sem falha
B56365,Baixa,297.9,309.1,1442.0,50.3,24.0,0.0,Sem falha
A37757,Alta,298.8,309.8,1437.0,48.2,164.0,0.0,Sem falha
M22685,Média,299.9,311.2,1579.0,35.5,162.0,0.0,Sem falha
B57005,Baixa,298.4,309.2,1610.0,32.4,194.0,0.0,Sem falha
A30814,Alta,298.9,310.1,1366.0,62.7,161.0,0.0,Sem falha
B55583,Baixa,298.5,309.6,1462.0,45.1,115.0,0.0,Sem falha
M23051,Média,299.6,310.9,1630.0,29.8,206.0,0.0,Sem falha
B49950,Baixa,300.0,309.6,1364.0,45.9,16.0,0.0,Sem falha
M17420,Média,299.4,309.1,1326.0,62.0,142.0,0.0,Sem falha
B54561,Baixa,299.7,310.3,1495.0,43.1,101.0,0.0,Sem falha
A38790,Alta,297.7,308.4,1738.0,27.7,96.0,0.0,Sem falha
B49834,Baixa,299.9,309.5,1567.0,35.5,171.0,0.0,Sem falha
B47543,Baixa,297.6,308.3,1438.0,47.8,84.0,0.0,Sem falha
M16474,Média,297.8,307.9,1802.0,25.8,43.0,0.0,Sem falha
B51359,Baixa,302.4,310.9,1349.0,46.1,148.0,1.0,Superaquecimento
M21649,Média,301.1,310.5,1646.0,30.7,76.0,0.0,Sem falha
M16273,Média,298.7,309.8,1528.0,36.7,197.0,0.0,Sem falha
M18537,Média,302.3,311.7,1368.0,53.6,165.0,0.0,Sem falha
B49512,Baixa,299.2,308.5,1378.0,50.4,220.0,1.0,Sobrecarga
B56827,Baixa,299.2,310.2,1458.0,47.0,183.0,0.0,Sem falha
M22358,Média,300.2,311.8,1748.0,28.5,184.0,0.0,Sem falha
B48464,Baixa,298.4,309.5,2153.0,15.3,98.0,1.0,Falha por potência
A36877,Alta,300.1,311.4,1518.0,46.9,87.0,0.0,Sem falha
B51184,Baixa,302.0,311.1,1373.0,55.7,157.0,0.0,Sem falha
M21822,Média,300.7,311.1,1373.0,49.9,96.0,0.0,Sem falha
M18082,Média,300.7,309.7,1435.0,44.7,76.0,0.0,Sem falha
B49504,Baixa,299.3,308.8,1636.0,29.9,201.0,0.0,Sem falha
B55580,Baixa,298.6,309.6,1533.0,40.7,106.0,0.0,Sem falha
A30751,Alta,298.7,310.2,1613.0,36.0,0.0,0.0,Sem falha
A30782,Alta,298.8,310.3,1708.0,27.1,78.0,0.0,Sem falha
B49642,Baixa,298.9,308.5,1742.0,34.5,117.0,0.0,Sem falha
M22136,Média,300.1,310.3,1350.0,48.8,50.0,0.0,Sem falha
B51950,Baixa,303.5,311.9,1344.0,49.3,93.0,1.0,Superaquecimento
M19175,Média,301.4,310.0,1651.0,29.8,44.0,0.0,Sem falha
B47447,Baixa,297.9,308.0,1954.0,21.1,42.0,0.0,Sem falha
B52497,Baixa,303.6,312.7,1637.0,32.9,19.0,0.0,Sem falha
M24066,Média,297.9,308.9,1547.0,44.0,72.0,0.0,Sem falha
B56116,Baixa,297.4,308.3,1465.0,42.0,13.0,0.0,Sem falha
B50181,Baixa,300.5,309.8,1445.0,43.9,164.0,0.0,Sem falha
M15614,Média,296.9,308.1,1483.0,44.3,219.0,0.0,Sem falha
M24512,Média,299.0,310.0,1488.0,46.3,198.0,0.0,Sem falha
B52083,Baixa,303.6,312.4,2232.0,16.8,0.0,0.0,Sem falha
B54047,Baixa,301.0,311.3,1342.0,50.9,60.0,0.0,Sem falha
B52246,Baixa,304.1,313.1,1550.0,30.9,9.0,0.0,Sem falha
B55798,Baixa,297.7,308.7,1829.0,24.9,17.0,0.0,Sem falha
B48424,Baixa,297.1,308.4,1726.0,28.4,202.0,0.0,Sem falha
B55582,Baixa,298.5,309.5,1370.0,52.4,113.0,0.0,Sem falha
B47943,Baixa,296.7,307.8,1400.0,47.5,3.0,0.0,Sem falha
M18879,Média,302.0,310.9,1558.0,45.3,193.0,0.0,Sem falha
M24445,Média,299.3,310.5,1563.0,42.1,19.0,0.0,Sem falha
B48006,Baixa,296.5,307.2,1481.0,38.2,160.0,0.0,Sem falha
M23871,Média,297.2,307.9,1530.0,35.9,197.0,0.0,Sem falha
A32164,Alta,299.7,309.2,1456.0,40.6,182.0,0.0,Sem falha
M22349,Média,300.2,311.6,1751.0,28.0,162.0,0.0,Sem falha
B49145,Baixa,297.8,307.5,1581.0,33.1,116.0,0.0,Sem falha
B52047,Baixa,303.6,312.5,1345.0,54.1,126.0,0.0,Sem falha
M18693,Média,302.3,311.0,1541.0,36.6,143.0,0.0,Sem falha
A39207,Alta,298.5,309.4,1414.0,46.7,102.0,0.0,Sem falha
B50241,Baixa,300.1,309.1,1353.0,58.7,86.0,0.0,Sem falha
B48154,Baixa,296.0,306.6,1511.0,35.2,119.0,0.0,Sem falha
M16842,Média,298.0,307.7,1487.0,41.3,160.0,0.0,Sem falha
B55975,Baixa,297.3,308.4,1459.0,39.4,59.0,0.0,Sem falha
B50090,Baixa,300.6,309.5,1576.0,38.8,124.0,0.0,Sem falha
B49426,Baixa,299.3,308.4,1406.0,47.4,3.0,0.0,Sem falha
A35973,Alta,301.5,310.6,1512.0,39.0,143.0,0.0,Sem falha
B50470,Baixa,301.2,310.2,1385.0,42.3,42.0,0.0,Sem falha
A36467,Alta,300.7,310.5,1567.0,38.7,129.0,0.0,Sem falha
M19720,Média,303.6,312.4,1504.0,49.5,109.0,0.0,Sem falha
M17967,Média,299.8,309.1,1456.0,39.4,209.0,0.0,Sem falha
B53135,Baixa,300.7,310.8,1653.0,31.6,111.0,0.0,Sem falha
B56500,Baixa,298.4,309.3,1409.0,43.1,166.0,0.0,Sem falha
B56321,Baixa,297.5,308.5,1597.0,36.4,112.0,0.0,Sem falha
M20427,Média,302.5,312.0,1445.0,54.8,0.0,0.0,Sem falha
B56684,Baixa,299.2,310.3,1440.0,47.0,21.0,0.0,Sem falha
M24112,Média,298.1,309.0,1533.0,36.1,189.0,0.0,Sem falha
B50306,Baixa,300.0,309.4,1499.0,35.7,46.0,0.0,Sem falha
B56851,Baixa,299.0,310.2,1412.0,44.1,246.0,0.0,Sem falha
B55306,Baixa,300.2,311.4,1433.0,37.9,36.0,0.0,Sem falha
M21132,Média,301.1,310.6,1429.0,52.7,35.0,0.0,Sem falha
B54648,Baixa,300.3,311.6,1560.0,37.7,107.0,0.0,Sem falha
B48641,Baixa,298.9,310.2,1491.0,45.1,101.0,0.0,Sem falha
B54969,Baixa,300.2,311.5,1495.0,38.5,69.0,0.0,Sem falha
M18087,Média,300.5,309.3,1589.0,34.9,91.0,0.0,Sem falha
B55978,Baixa,297.3,308.4,1469.0,46.7,65.0,0.0,Sem falha
M22315,Média,300.2,311.7,1597.0,39.5,68.0,0.0,Sem falha
B47843,Baixa,297.5,308.9,1469.0,44.0,185.0,0.0,Sem falha
B49009,Baixa,297.8,307.2,1880.0,23.0,176.0,0.0,Sem falha
B50462,Baixa,301.2,309.9,1515.0,40.9,21.0,0.0,Sem falha
M21983,Média,300.9,310.4,1576.0,40.4,92.0,0.0,Sem falha
M20417,Média,302.5,312.0,1436.0,43.5,184.0,0.0,Sem falha
B47388,Baixa,298.4,308.6,1591.0,36.7,122.0,0.0,Sem falha
A33834,Alta,302.6,310.2,1873.0,21.3,87.0,0.0,Sem falha
B48605,Baixa,298.6,309.7,1356.0,54.0,6.0,0.0,Sem falha
B53376,Baixa,300.9,310.8,1701.0,30.4,55.0,0.0,Sem falha
B53630,Baixa,300.6,310.2,1378.0,47.3,71.0,0.0,Sem falha
M18524,Média,302.3,311.7,1685.0,30.8,130.0,0.0,Sem falha
B52314,Baixa,304.1,313.3,1438.0,45.5,188.0,0.0,Sem falha
B51890,Baixa,303.4,311.7,1673.0,32.2,166.0,0.0,Sem falha
B49045,Baixa,297.9,307.7,1567.0,34.7,74.0,0.0,Sem falha
M15279,Média,297.3,308.3,1501.0,38.2,2.0,0.0,Sem falha
B53634,Baixa,300.7,310.1,1598.0,32.8,79.0,0.0,Sem falha
A39216,Alta,298.4,309.3,1984.0,19.2,132.0,0.0,Sem falha
B53104,Baixa,300.3,310.2,1369.0,48.8,36.0,0.0,Sem falha
B52127,Baixa,303.7,312.7,1395.0,53.9,123.0,0.0,Sem falha
M23754,Média,297.5,308.7,1546.0,38.0,123.0,0.0,Sem falha
B56941,Baixa,298.6,309.7,1703.0,26.1,5.0,0.0,Sem falha
M23329,Média,298.6,309.7,1280.0,64.1,71.0,0.0,Sem falha
M22770,Média,300.8,312.2,1664.0,25.7,150.0,0.0,Sem falha
M22239,Média,299.6,310.1,1357.0,48.7,96.0,0.0,Sem falha
B56759,Baixa,299.5,310.7,1589.0,33.5,5.0,0.0,Sem falha
B51284,Baixa,302.1,310.5,1389.0,49.6,169.0,0.0,Sem falha
M18248,Média,301.7,310.9,1435.0,48.0,66.0,0.0,Sem falha
M17778,Média,300.6,309.5,1492.0,34.0,144.0,0.0,Sem falha
M19363,Média,302.5,310.2,1751.0,30.5,90.0,0.0,Sem falha
B49365,Baixa,299.8,309.4,1630.0,32.4,53.0,0.0,Sem falha
B53243,Baixa,301.1,311.1,1450.0,43.3,168.0,0.0,Sem falha
B51898,Baixa,303.3,311.6,1337.0,56.8,187.0,1.0,Superaquecimento
A33553,Alta,301.7,310.2,1620.0,30.8,42.0,0.0,Sem falha
B49528,Baixa,299.2,308.4,1436.0,41.8,28.0,0.0,Sem falha
B47752,Baixa,297.8,309.9,1351.0,49.0,181.0,0.0,Sem falha
B52436,Baixa,303.5,313.0,1393.0,51.6,80.0,0.0,Sem falha
B48741,Baixa,298.2,308.4,1388.0,53.8,137.0,0.0,Sem falha
M15545,Média,297.7,309.0,1636.0,29.7,32.0,0.0,Sem falha
M24734,Média,298.9,309.9,1449.0,44.1,112.0,0.0,Sem falha
B53414,Baixa,301.2,310.8,1479.0,41.2,155.0,0.0,Sem falha
B55810,Baixa,297.4,308.4,1371.0,57.4,52.0,0.0,Sem falha
A35833,Alta,300.3,309.9,1394.0,46.7,210.0,1.0,Desgaste
M22675,Média,299.9,311.3,1703.0,28.4,134.0,0.0,Sem falha
M22546,Média,300.7,311.7,1504.0,36.9,229.0,0.0,Sem falha
M16460,Média,297.8,307.8,1543.0,43.7,8.0,0.0,Sem falha
A32368,Alta,300.6,309.4,1691.0,28.0,36.0,0.0,Sem falha
M22709,Média,300.3,311.7,1374.0,47.9,222.0,1.0,Desgaste
B54363,Baixa,300.2,310.3,1445.0,50.9,34.0,0.0,Sem falha
B51594,Baixa,302.7,310.5,1520.0,39.3,73.0,0.0,Sem falha
B50780,Baixa,301.7,310.5,1523.0,34.7,181.0,0.0,Sem falha
B48703,Baixa,298.3,309.0,1519.0,36.9,41.0,0.0,Sem falha
B53936,Baixa,301.8,311.2,1840.0,26.6,202.0,0.0,Sem falha
B56917,Baixa,298.9,310.0,1791.0,27.6,166.0,0.0,Sem falha
M16729,Média,298.3,308.1,1630.0,32.7,83.0,0.0,Sem falha
M24321,Média,298.4,309.2,1414.0,46.4,128.0,0.0,Sem falha
B55843,Baixa,297.5,308.6,1671.0,29.4,136.0,0.0,Sem falha
B53945,Baixa,301.5,310.9,1580.0,32.3,11.0,0.0,Sem falha
B54063,Baixa,300.9,311.3,1953.0,19.4,107.0,0.0,Sem falha
B50801,Baixa,301.9,311.2,1657.0,29.1,23.0,0.0,Sem falha
B56828,Baixa,299.1,310.1,1416.0,41.2,185.0,0.0,Sem falha
B54000,Baixa,300.8,310.6,1551.0,34.5,153.0,0.0,Sem falha
M21429,Média,301.4,310.7,1375.0,42.0,168.0,0.0,Sem falha
B47371,Baixa,298.2,308.4,1666.0,34.6,74.0,0.0,Sem falha
A31048,Alta,297.9,307.9,1406.0,58.5,93.0,0.0,Sem falha
B47553,Baixa,297.4,308.3,1412.0,42.0,111.0,0.0,Sem falha
B47239,Baixa,298.8,309.1,1378.0,54.4,165.0,0.0,Sem falha
B52417,Baixa,303.8,313.0,1499.0,42.3,38.0,0.0,Sem falha
B52166,Baixa,303.7,312.9,1502.0,40.5,0.0,0.0,Sem falha
M16678,Média,298.1,307.7,1435.0,40.9,147.0,0.0,Sem falha
B56218,Baixa,297.3,308.3,2358.0,14.9,49.0,0.0,Sem falha
B53668,Baixa,300.7,309.8,1330.0,54.4,171.0,0.0,Sem falha
B50968,Baixa,302.3,310.8,1511.0,48.1,24.0,0.0,Sem falha
B48714,Baixa,298.0,308.8,1757.0,29.1,71.0,0.0,Sem falha
B54381,Baixa,300.0,309.8,1474.0,40.6,78.0,0.0,Sem falha
B48575,Baixa,299.1,310.4,1452.0,39.7,151.0,0.0,Sem falha
B56908,Baixa,298.8,309.8,1563.0,33.7,143.0,0.0,Sem falha
B51825,Baixa,303.3,311.4,1732.0,25.6,232.0,0.0,Sem falha
A31543,Alta,299.4,309.0,1607.0,33.7,130.0,0.0,Sem falha
B48185,Baixa,296.2,307.2,1382.0,52.0,201.0,0.0,Sem falha
B54446,Baixa,300.4,310.5,1578.0,32.8,26.0,0.0,Sem falha
B49179,Baixa,298.4,308.0,1540.0,37.8,7.0,0.0,Sem falha
M19317,Média,302.5,310.3,1710.0,27.3,186.0,0.0,Sem falha
B51343,Baixa,302.1,310.5,1696.0,30.9,107.0,0.0,Sem falha
B48260,Baixa,297.0,307.8,1774.0,28.0,188.0,0.0,Sem falha
B55936,Baixa,297.5,308.7,1761.0,26.2,164.0,0.0,Sem falha
M19552,Média,303.4,311.4,1606.0,29.6,122.0,0.0,Sem falha
B53076,Baixa,301.1,310.8,1274.0,55.7,169.0,0.0,Sem falha
B52541,Baixa,303.3,312.7,1643.0,30.7,142.0,0.0,Sem falha
B52479,Baixa,303.7,313.1,1355.0,49.1,188.0,0.0,Sem falha
B56406,Baixa,298.0,309.1,1822.0,23.5,122.0,0.0,Sem falha
B48440,Baixa,297.6,309.0,1528.0,33.8,22.0,0.0,Sem falha
B55251,Baixa,300.5,312.0,1646.0,29.5,106.0,0.0,Sem falha
B50263,Baixa,300.1,309.3,1712.0,28.5,141.0,0.0,Sem falha
M24192,Média,298.5,309.0,1921.0,22.0,196.0,0.0,Sem falha
B53039,Baixa,301.3,311.0,1542.0,33.6,80.0,0.0,Sem falha
M16922,Média,299.7,309.6,1477.0,42.7,163.0,0.0,Sem falha
M16894,Média,298.8,308.5,1425.0,47.4,90.0,0.0,Sem falha
B47972,Baixa,296.8,307.8,1373.0,42.9,74.0,0.0,Sem falha
B51501,Baixa,301.7,310.2,1686.0,28.9,59.0,0.0,Sem falha
B47762,Baixa,297.8,309.7,1341.0,49.2,208.0,0.0,Sem falha
B50766,Baixa,301.8,310.5,1593.0,34.9,139.0,0.0,Sem falha
M23161,Média,298.7,310.1,1644.0,34.1,46.0,0.0,Sem falha
B52254,Baixa,304.1,313.1,1666.0,34.6,33.0,0.0,Sem falha
B56957,Baixa,298.6,309.6,1387.0,57.6,50.0,0.0,Sem falha
M23378,Média,298.3,309.6,1681.0,27.1,194.0,0.0,Sem falha
B56300,Baixa,297.4,308.4,1525.0,38.7,62.0,0.0,Sem falha
B56058,Baixa,298.1,309.2,1802.0,26.9,83.0,0.0,Sem falha
B55122,Baixa,300.8,311.7,1432.0,45.8,6.0,0.0,Sem falha
A32689,Alta,301.3,310.0,1532.0,36.3,2.0,0.0,Sem falha
B54097,Baixa,301.0,311.4,1481.0,37.5,193.0,0.0,Sem falha
B47471,Baixa,298.0,308.3,1473.0,42.6,107.0,0.0,Sem falha
B48104,Baixa,295.5,306.0,1800.0,27.6,208.0,0.0,Sem falha
B50217,Baixa,300.5,309.7,1887.0,24.3,28.0,0.0,Sem falha
B49515,Baixa,299.2,308.4,1509.0,39.4,0.0,0.0,Sem falha
B50979,Baixa,302.2,310.9,1506.0,34.0,49.0,0.0,Sem falha
M23232,Média,298.8,309.7,1448.0,44.8,31.0,0.0,Sem falha
A34569,Alta,304.2,313.3,1625.0,37.3,27.0,0.0,Sem falha
B56136,Baixa,297.4,308.1,1348.0,57.4,66.0,0.0,Sem falha
B55278,Baixa,300.2,311.6,1500.0,39.0,174.0,0.0,Sem falha
B53235,Baixa,300.7,310.8,1475.0,42.0,147.0,0.0,Sem falha
M21883,Média,300.7,310.6,1572.0,38.5,50.0,0.0,Sem falha
B52837,Baixa,302.3,311.5,1794.0,26.1,7.0,0.0,Sem falha
B53470,Baixa,301.0,310.5,1932.0,21.7,79.0,0.0,Sem falha
B51250,Baixa,302.0,310.7,1348.0,58.1,83.0,0.0,Sem falha
B50943,Baixa,302.3,311.0,1428.0,47.9,174.0,0.0,Sem falha
A30335,Alta,295.5,305.9,1593.0,37.2,197.0,0.0,Sem falha
B47678,Baixa,297.5,309.1,1611.0,30.2,211.0,0.0,Sem falha
B51760,Baixa,303.0,311.2,1494.0,37.0,67.0,0.0,Sem falha
A34330,Alta,303.4,312.3,1769.0,27.9,40.0,0.0,Sem falha
B53472,Baixa,301.0,310.4,1614.0,31.6,84.0,0.0,Sem falha
B49645,Baixa,298.9,308.6,1481.0,40.7,124.0,0.0,Sem falha
M19660,Média,303.5,312.5,1353.0,51.0,172.0,0.0,Sem falha
M22189,Média,299.9,310.4,1576.0,34.3,188.0,0.0,Sem falha
B51174,Baixa,302.3,311.4,1434.0,40.3,133.0,0.0,Sem falha
M24827,Média,298.3,307.9,1609.0,32.4,151.0,0.0,Sem falha
M16489,Média,297.9,307.9,1336.0,54.4,82.0,0.0,Sem falha
M15347,Média,297.4,309.1,1463.0,35.0,183.0,0.0,Sem falha
M22762,Média,300.7,312.3,1430.0,47.2,131.0,0.0,Sem falha
B52221,Baixa,304.0,313.2,1314.0,47.1,144.0,0.0,Sem falha
M23706,Média,297.4,308.8,1325.0,62.4,204.0,1.0,Desgaste
A35632,Alta,301.0,310.6,1366.0,50.6,106.0,0.0,Sem falha
B55551,Baixa,298.7,309.7,1881.0,21.7,29.0,0.0,Sem falha
B51461,Baixa,302.0,310.0,1832.0,22.9,178.0,0.0,Sem falha
B56536,Baixa,298.3,308.9,1270.0,52.7,44.0,0.0,Sem falha
B55296,Baixa,300.3,311.8,2004.0,19.6,12.0,0.0,Sem falha
B51218,Baixa,302.0,310.9,1546.0,34.4,7.0,0.0,Sem falha
B52933,Baixa,302.2,311.6,1416.0,54.1,48.0,0.0,Sem falha
B53876,Baixa,301.7,310.9,1636.0,31.3,42.0,0.0,Sem falha
B50971,Baixa,302.3,311.0,1528.0,43.1,30.0,0.0,Sem falha
B55128,Baixa,300.8,311.7,1479.0,39.4,18.0,0.0,Sem falha
A39188,Alta,298.6,309.5,1375.0,41.0,39.0,0.0,Sem falha
B47231,Baixa,298.9,309.1,1383.0,54.9,145.0,0.0,Sem falha
B51024,Baixa,302.4,311.1,1484.0,45.9,169.0,0.0,Sem falha
B54928,Baixa,300.4,311.7,1515.0,47.4,170.0,0.0,Sem falha
M15356,Média,297.5,309.2,1530.0,40.0,206.0,0.0,Sem falha
M17366,Média,299.2,309.1,1503.0,34.7,6.0,0.0,Sem falha
B51750,Baixa,302.8,310.9,1312.0,52.2,40.0,1.0,Superaquecimento
M15440,Média,297.8,309.8,1798.0,25.5,203.0,0.0,Sem falha
A37108,Alta,300.6,311.7,1500.0,36.7,17.0,0.0,Sem falha
B48722,Baixa,298.3,308.9,1379.0,54.7,91.0,0.0,Sem falha
B54650,Baixa,300.4,311.6,1332.0,54.6,111.0,0.0,Sem falha
M21748,Média,300.9,311.4,1434.0,45.4,118.0,0.0,Sem falha
M16212,Média,298.7,310.2,1598.0,33.3,36.0,0.0,Sem falha
A33769,Alta,302.0,309.8,1280.0,57.3,147.0,1.0,Superaquecimento
M19662,Média,303.5,312.4,1318.0,54.2,177.0,0.0,Sem falha
B54994,Baixa,300.0,311.4,1927.0,24.6,132.0,0.0,Sem falha
M22764,Média,300.8,312.4,1811.0,25.1,136.0,0.0,Sem falha
A30496,Alta,297.1,307.9,1420.0,39.8,192.0,0.0,Sem falha
B54369,Baixa,300.4,310.4,1486.0,46.3,48.0,0.0,Sem falha
M15467,Média,298.0,309.9,1565.0,33.9,40.0,0.0,Sem falha
B55797,Baixa,297.6,308.6,1529.0,45.3,15.0,0.0,Sem falha
B54235,Baixa,300.8,310.6,1663.0,30.6,139.0,0.0,Sem falha
B51286,Baixa,301.9,310.5,1425.0,51.1,173.0,0.0,Sem falha
B50834,Baixa,302.1,311.4,1603.0,35.9,104.0,0.0,Sem falha
B55740,Baixa,298.3,309.0,1408.0,45.4,98.0,0.0,Sem falha
M22875,Média,301.0,312.0,1558.0,37.5,190.0,0.0,Sem falha
B55612,Baixa,298.8,310.0,1537.0,39.9,190.0,0.0,Sem falha
B49860,Baixa,299.8,309.5,1641.0,27.1,16.0,0.0,Sem falha
B56984,Baixa,298.4,309.1,1467.0,42.5,139.0,0.0,Sem falha
B49282,Baixa,299.3,309.3,1325.0,62.0,47.0,0.0,Sem falha
B52685,Baixa,302.8,312.2,1746.0,27.4,44.0,0.0,Sem falha
M18925,Média,301.9,310.7,1511.0,37.6,70.0,0.0,Sem falha
B54115,Baixa,300.7,311.2,1878.0,24.3,24.0,0.0,Sem falha
M19953,Média,304.0,313.3,1415.0,52.8,82.0,0.0,Sem falha
B51070,Baixa,302.3,311.2,1386.0,53.5,59.0,0.0,Sem falha
B50419,Baixa,301.0,309.5,1430.0,48.5,122.0,0.0,Sem falha
M17464,Média,299.3,309.1,1385.0,45.6,34.0,0.0,Sem falha
B53333,Baixa,301.0,311.1,1236.0,64.4,177.0,1.0,Sobrecarga
B47435,Baixa,298.0,308.2,1489.0,40.4,11.0,0.0,Sem falha
M19160,Média,301.7,310.1,1644.0,34.6,5.0,0.0,Sem falha
B54362,Baixa,300.3,310.3,2158.0,16.8,32.0,0.0,Sem falha
M19157,Média,301.8,310.2,1609.0,34.2,217.0,0.0,Sem falha
M15873,Média,296.1,307.2,1619.0,29.7,17.0,0.0,Sem falha
B56251,Baixa,297.0,308.1,1429.0,54.0,138.0,0.0,Sem falha
M19075,Média,302.0,310.7,2157.0,17.8,17.0,0.0,Sem falha
M23048,Média,299.6,310.9,1530.0,38.8,198.0,0.0,Sem falha
B53433,Baixa,300.9,310.4,1615.0,30.9,200.0,0.0,Sem falha
B47851,Baixa,297.5,308.9,1554.0,34.8,204.0,0.0,Sem falha
M22520,Média,300.5,311.6,1246.0,52.9,165.0,0.0,Sem falha
B51684,Baixa,302.4,310.1,1645.0,31.6,93.0,0.0,Sem falha
B52657,Baixa,302.7,312.1,1763.0,26.5,184.0,0.0,Sem falha
A36395,Alta,300.8,311.2,1612.0,32.5,143.0,0.0,Sem falha
B53322,Baixa,300.9,310.9,1755.0,27.9,148.0,0.0,Sem falha
M14868,Média,298.3,308.7,1667.0,28.6,18.0,0.0,Sem falha
B53650,Baixa,300.4,309.6,1379.0,54.5,122.0,0.0,Sem falha
M22501,Média,300.4,311.4,1352.0,57.3,116.0,0.0,Sem falha
B49678,Baixa,299.1,308.9,1467.0,47.2,218.0,0.0,Sem falha
M16888,Média,298.7,308.3,1349.0,46.6,74.0,0.0,Sem falha
B56837,Baixa,299.0,310.0,1484.0,39.6,212.0,0.0,Sem falha
A34799,Alta,302.9,312.3,1754.0,26.9,209.0,0.0,Sem falha
